citetext,wikihandle,year,citeid,done,datevar,issuevar,volumevar,yearvar,refvar,manual_date
it serves in turn as a source for a number of books and publications about baseball and/or is mentioned by them as a reference such ashttp://books.google.com/books?id=0y0daaaambaj&pg=pa47&dq=%22baseball+almanac%22&hl=en&ei=ewrwtm3-e4l-8aay2awuca&sa=x&oi=book_result&ct=result&resnum=19&ved=0ch0q6aeweg#v=onepage&q=%22baseball%20almanac%22&f=falsebaseball digesthttp://books.google.com/books?id=fl6ecr6spiwc&pg=pa172&dq=%22baseball+almanac%22&hl=en&ei=ewrwtm3-e4l-8aay2awuca&sa=x&oi=book_result&ct=result&resnum=14&ved=0cgqq6aewdq#v=onepage&q=%22baseball%20almanac%22&f=falseunderstanding sabermetrics: an introduction to the science of baseball statistics andhttp://books.google.com/books?id=h9xqfgamvkcc&pg=pa155&dq=%22baseball+almanac%22&hl=en&ei=ewrwtm3-e4l-8aay2awuca&sa=x&oi=book_result&ct=result&resnum=91&ved=0coedeogbmfo#v=onepage&q=%22baseball%20almanac%22&f=falsebaseballs top 100: the games greatest records.<ref>{{cite web|url=http://books.google.com/books?id=fl6ecr6spiwc&pg=pa172&dq=%22baseball+almanac%22&hl=en&ei=ewrwtm3-e4l-8aay2awuca&sa=x&oi=book_result&ct=result&resnum=14&ved=0cgqq6aewdq#v=onepage&q=%22baseball%20almanac%22&f=false|title=understanding sabermetrics: an ... google books|publisher=books.google.com|date=|accessdate=august 2 2010}}</ref><ref>{{cite web|url=http://books.google.com/books?id=0y0daaaambaj&pg=pa47&dq=%22baseball+almanac%22&hl=en&ei=ewrwtm3-e4l-8aay2awuca&sa=x&oi=book_result&ct=result&resnum=19&ved=0ch0q6aeweg#v=onepage&q=%22baseball%20almanac%22&f=false|title=baseball digest google books|publisher=books.google.com|date=|accessdate=august 2 2010}}</ref><ref name=google1/>dan zachofsky described it inhttp://books.google.com/books?id=nrbi-p4zcsoc&pg=pa50&dq=%22baseball+almanac%22&hl=en&ei=ewrwtm3-e4l-8aay2awuca&sa=x&oi=book_result&ct=result&resnum=46&ved=0cieceogbmc0#v=onepage&q=%22baseball%20almanac%22&f=falsecollecting baseball memorabilia: a handbookas having the most current information regarding members of the hall of fame.<ref,Baseball_Almanac,2010,1594,0,,,,,,NA
jerome m. mileuruniversity of missouri press2009 pg. 134.</ref>surkont was sold to the braves before being returned to the cardinals after managerbilly southworthpassed on him. he was again shipped to therochester red wings where he remained until1949. then thechicago white soxrisked the draft price on surkont. the team was struggling at the time to emerge from the second division of theamerican leaguestandings.<ref>baseball digest august1951 pg. 69.</ref>,Max_Surkont,2011,1599,0,,,,,,1951
kearney was drafted by the san francisco giants in the fourteenth round of the1977 major league baseball draft.<ref>http://www.thebaseballcube.com/draft/1977/june-reg/14.shtml 1977 major league baseball draft at www.thebaseballcube.com</ref>he made his major league debut with the giants late in the1979 san francisco giants season|1979season but returned to theminor league baseball|minor leaguesfor the following season.<ref name=bob kearney at baseball reference/>kearney was drafted by the oakland athletics from the giants in the {{by|1980}} minor league draft.<ref name=bob kearney trades and transactions at baseball almanac>http://www.baseball-almanac.com/players/trades.php?p=kearnbo01 bob kearney trades and transactions at baseball almanac</ref>he replacedmike heathas the athletics starting catcher in1983 oakland athletics season|1983 posting a .255batting averagewith 8home runs and 32runs batted in.<ref>http://www.baseball-reference.com/teams/oak/1983.shtml 1983 oakland athletics season at baseball reference</ref>kearney was named thebaseball digestall-starrookiecatcher of the year in {{by|1983}}.<ref>http://members.tripod.com/bb_catchers/catchers/roy.htm rookie catchers of the year at the encyclopedia of baseball catchers</ref>,Bob_Kearney,2010,1613,0,,,,,,NA
lieberthal was drafted by thephiladelphia philliesin the 1st round (3rd overall) of the1990 major league baseball draft despite weighing only 155 pounds at the time.<ref name=google1>{{cite journal|url=http://books.google.com/books?id=gs4daaaambaj&pg=pa56&dq=mike+lieberthal&hl=en&ei=ufx9tcqhe472tgoukkxzag&sa=x&oi=book_result&ct=result&resnum=1&ved=0ccgq6aewaa#v=onepage&q=mike%20lieberthal&f=false|title=mike lieberthal; philliesleader behind the mask |work=baseball digest|date=|author=joe oloughlin|accessdate=march 14 2011}}</ref><ref name=google2>{{cite journal|url=http://books.google.com/books?id=kssdaaaambaj&pg=pa33&dq=%22mike+lieberthal%22&hl=en&ei=__99tbobk5tmsqoq65h8ag&sa=x&oi=book_result&ct=result&resnum=4&sqi=2&ved=0cdyq6aewaw#v=onepage&q=%22mike%20lieberthal%22&f=false|title=catching on; mike lieberthal improves his game behind the plate |work=baseball digest|date=|author=jon caroulis|accessdate=march 14 2011}}</ref>,Mike_Lieberthal,2011,1637,0,,,,,,NA
lieberthal was drafted by thephiladelphia philliesin the 1st round (3rd overall) of the1990 major league baseball draft despite weighing only 155 pounds at the time.<ref name=google1>{{cite journal|url=http://books.google.com/books?id=gs4daaaambaj&pg=pa56&dq=mike+lieberthal&hl=en&ei=ufx9tcqhe472tgoukkxzag&sa=x&oi=book_result&ct=result&resnum=1&ved=0ccgq6aewaa#v=onepage&q=mike%20lieberthal&f=false|title=mike lieberthal; philliesleader behind the mask|work=baseball digest|date=|author=joe oloughlin|accessdate=march 14 2011}}</ref><ref name=google2>{{cite journal|url=http://books.google.com/books?id=kssdaaaambaj&pg=pa33&dq=%22mike+lieberthal%22&hl=en&ei=__99tbobk5tmsqoq65h8ag&sa=x&oi=book_result&ct=result&resnum=4&sqi=2&ved=0cdyq6aewaw#v=onepage&q=%22mike%20lieberthal%22&f=false|title=catching on; mike lieberthal improves his game behind the plate|work=baseball digest|author=jon caroulis|accessdate=march 14 2011}}</ref>,Mike_Lieberthal,2012,1638,0,,,,,,NA
majeski immediately became the starting third baseman for the athletics appearing in 78 games.<ref name=hank majeski at baseball reference/>in1947 philadelphia athletics season|1947he posted a .280batting averagewith 8home runs had 72runs batted inand set a major league single-season record for third basemen with a .988fielding percentage.<ref name=hank majeski at baseball reference/><ref name=single-season leaders & records for fielding percentage as third baseman at baseball reference/>majeski had his best season in1948 philadelphia athletics season|1948 hitting for a .310 batting average along with 12 home runs 120 runs batted in .368on base percentage and a .454slugging percentage.<ref name=hank majeski at baseball reference/>he led the league once again with a .975 fielding percentage finished third inassist (baseball)|assistsand inputouts and finished 11th in voting for the {{by|1948}}american leaguemajor league baseball most valuable player award|most valuable player award.<ref>http://www.baseball-reference.com/leagues/al/1948-fielding-leaders.shtml 1948 american league fielding leaders at baseball reference</ref><ref>http://www.baseball-reference.com/awards/awards_1948.shtml#almvp 1948 american league most valuable player award voting results at baseball reference</ref>on august 27 1948 majeski set an american league record for mostdouble (baseball)|doublesin adoubleheader (baseball)|doubleheaderwith 6.<ref>http://www.baseball-almanac.com/recbooks/rb_2b1.shtml doubles records at baseball almanac</ref><ref>http://www.baseball-reference.com/boxes/pha/pha194808271.shtml august 27 1948 browns-athletics game 1 box score at baseball reference</ref><ref>http://www.baseball-reference.com/boxes/pha/pha194808272.shtml august 27 1948 browns-athletics game 2 box score at baseball reference</ref>majeski was a member of the1949 philadelphia athletics season|1949philadelphia athletics team that set a major leag,Hank_Majeski,2010,1650,0,,,,,,NA
martnez at 5 ft 11 in (1.80 m) and 193 pounds (88 kg) is unusually small for a modern-daypower pitcher and he is believed to be somewhat smaller than his officially listed height and weight.<ref>http://findarticles.com/p/articles/mi_m0fci/is_9_62/ai_106226464 getting to the height of the matter: some executives believe the taller the pitcher the better: often a players size will dictate how teams make decisions regarding draft selections|baseball digest|find articles at bnet.com<!-- bot generated title --></ref>,Pedro_Mart%C3%ADnez,2008,1671,0,,,,,,NA
maxwell also founded and mananged thenewark starlings a mixed race semi-professional baseball team.<ref name=iht/>he also became a contributing writer tobaseball digest where he wrote about subjects ranging from theintegrationof baseball tojackie robinson.<ref name=nyt/>in 1940 maxwell authored a book of interviews with players entitledthrills and spills in sports.<ref name=nyt/>he also submitted stories on the newark eagles to theledgerin newark which is the predecessor of thethe star-ledgernewspaper.<ref name=iht/>,Sherman_Maxwell,2008,1674,0,,,,,,NA
maxwell also founded and mananged thenewark starlings a mixed race semi-professional baseball team.<ref name=iht/>he also became a contributing writer tobaseball digest where he wrote about subjects ranging from theracial integration|integrationof baseball tojackie robinson.<ref name=nyt/>in 1940 maxwell authored a book of interviews with players entitledthrills and spills in sports.<ref name=nyt/>he also submitted stories on the newark eagles to theledgerin newark which is the predecessor ofthe star-ledgernewspaper.<ref name=iht/>,Sherman_Maxwell,2012,1675,0,,,,,,NA
maxwell also founded and mananged thenewark starlings a mixed race semi-professional baseball team.<ref name=iht/>he also became a contributing writer tobaseball digest where he wrote about subjects ranging from theracial integration|integrationof baseball tojackie robinson.<ref name=nyt/>in 1940 maxwell authored a book of interviews with players entitledthrills and spills in sports.<ref name=nyt/>he also submitted stories on the newark eagles to theledgerin newark which is the predecessor of thethe star-ledgernewspaper.<ref name=iht/>,Sherman_Maxwell,2009,1676,0,,,,,,NA
